CompanyID,Name,Industry,Sector,Notes,Headquarters,Name_One,Name_Two,Label
122,Central Mountain Air,Consumer services,Airlines,Regional airline,Smithers,Central Mountain Air,1234567 Alberta Ltd.,1
122,Central Mountain Air,Consumer services,Airlines,Regional airline,Smithers,Central Mountain Air,Central Mountain Holdings Ltd.,0
123,CGI Group,Industrials,Business support services,IT consulting,Montreal,CGI Group,Conseillers en Gestion et Informatique Inc.,1
123,CGI Group,Industrials,Business support services,IT consulting,Montreal,CGI Group,CCI Group Inc,0
124,Chapters,Consumer services,Specialty retailers,Book store chain,Toronto,Chapters,Indigo-Chapters,1
124,Chapters,Consumer services,Specialty retailers,Book store chain,Toronto,Chapters,Chatter Books,0
125,CHC Helicopter,Consumer services,Airlines,Helicopter services,Richmond,CHC Helicopter,CHC Group Inc.,1
125,CHC Helicopter,Consumer services,Airlines,Helicopter services,Richmond,CHC Helicopter,CHL Helicopter,0
127,Chrysler Canada,Consumer goods,Automobiles,Part of Fiat Chrysler Automobiles (US),Windsor,Chrysler Canada,FCA Canada Inc.,1
127,Chrysler Canada,Consumer goods,Automobiles,Part of Fiat Chrysler Automobiles (US),Windsor,Chrysler Canada,Chrystec Canada Inc.,0
128,CHUM Limited,Consumer services,Broadcasting & entertainment,"Broadcaster, defunct 2007",Toronto,CHUM Limited,Citytv Group,1
128,CHUM Limited,Consumer services,Broadcasting & entertainment,"Broadcaster, defunct 2007",Toronto,CHUM Limited,CLUM Limited Partnership,0
129,Cineplex Entertainment,Consumer services,Recreational services,Theater chain,Toronto,Cineplex Entertainment,Cineplex Galaxy LP,1
129,Cineplex Entertainment,Consumer services,Recreational services,Theater chain,Toronto,Cineplex Entertainment,Cineplex Enterprises,0
130,Cirque du Soleil,Consumer services,Recreational services,Entertainment,Montreal,Cirque du Soleil,Les Productions du Cirque du Soleil Inc.,1
130,Cirque du Soleil,Consumer services,Recreational services,Entertainment,Montreal,Cirque du Soleil,"Cirque Energy, Inc.",0
131,CityWest,Telecommunications,Fixed line telecommunications,Telephone/cable company,Prince Rupert,CityWest,CityWest Telephone & Cable Services Limited,1
131,CityWest,Telecommunications,Fixed line telecommunications,Telephone/cable company,Prince Rupert,CityWest,CityWest Electric,0
132,Coachman Insurance Company,Financials,Full line insurance,Insurance,Toronto,Coachman Insurance Company,Coachman Underwriters Limited,1
132,Coachman Insurance Company,Financials,Full line insurance,Insurance,Toronto,Coachman Insurance Company,Compass Insurance Company,0
133,Coast Capital Savings,Financials,Banks,"Federal credit union, banking",Surrey,Coast Capital Savings,Coast Capital Credit Union Ltd.,1
133,Coast Capital Savings,Financials,Banks,"Federal credit union, banking",Surrey,Coast Capital Savings,Coastal Savings & Trust,0
134,Coffee Time,Consumer services,Restaurants & bars,Coffee shops,Toronto,Coffee Time,154969 Canada Inc.,1
134,Coffee Time,Consumer services,Restaurants & bars,Coffee shops,Toronto,Coffee Time,Coffee Times Inc.,0
135,Cognos,Technology,Software,"Software, merged into IBM",Ottawa,Cognos,Cognos Incorporated,1
135,Cognos,Technology,Software,"Software, merged into IBM",Ottawa,Cognos,CognoVision Solutions Inc.,0
136,Colt Canada,Industrials,Defense,"Arms, part of Colt's Manufacturing Company (US)",Kitchener,Colt Canada,Canadian Arsenals Limited,1
136,Colt Canada,Industrials,Defense,"Arms, part of Colt's Manufacturing Company (US)",Kitchener,Colt Canada,Colt Capital Corp.,0
137,Comm100,Technology,Software,Live chat software provider,Vancouver,Comm100,Comm100 Technology Corporation,1
137,Comm100,Technology,Software,Live chat software provider,Vancouver,Comm100,TC100 Limited,0
138,Conestoga-Rovers & Associates,Industrials,Heavy construction,Engineering and construction,Waterloo,Conestoga-Rovers & Associates,CRA Engineering Consulting,1
138,Conestoga-Rovers & Associates,Industrials,Heavy construction,Engineering and construction,Waterloo,Conestoga-Rovers & Associates,Colt Engineering Corporation,0
139,Conexus Credit Union,Financials,Banks,Financial services,Regina,Conexus Credit Union,Conexus Co-operative Association,1
139,Conexus Credit Union,Financials,Banks,Financial services,Regina,Conexus Credit Union,Connexus Credit Union,0
140,Continental Newspapers,Consumer services,Publishing,Regional newspapers,Kelowna,Continental Newspapers,Continental News Media Holdings Co.,1
140,Continental Newspapers,Consumer services,Publishing,Regional newspapers,Kelowna,Continental Newspapers,Continental Resources Ltd.,0
141,Cookie Jar Group,Consumer services,Broadcasting & entertainment,Defunct 2014,Toronto,Cookie Jar Group,DHX Media Ltd.,1
141,Cookie Jar Group,Consumer services,Broadcasting & entertainment,Defunct 2014,Toronto,Cookie Jar Group,Cookie Jam Ltd.,0
143,Cordiant Capital Inc.,Financials,Asset management,Investment management,Montreal,Cordiant Capital Inc.,Cordiant Asset Management Inc.,1
143,Cordiant Capital Inc.,Financials,Asset management,Investment management,Montreal,Cordiant Capital Inc.,Cordova Capital Inc.,0
144,Corel,Technology,Software,Graphics software,Ottawa,Corel,CorelDRAW Software Systems Incorporated,1
144,Corel,Technology,Software,Graphics software,Ottawa,Corel,CoreLogic Inc.,0
145,Corma Inc.,Manufacturing,Corrugated plastic pipe[17],Production systems,Toronto,Corma Inc.,Corma Manufacturing,1
145,Corma Inc.,Manufacturing,Corrugated plastic pipe[17],Production systems,Toronto,Corma Inc.,Cormax Inc.,0
148,Cott,Consumer goods,Soft drinks,Soft drinks,Mississauga,Cott,Cott Beverages Canada,1
148,Cott,Consumer goods,Soft drinks,Soft drinks,Mississauga,Cott,Cotta Transport Inc.,0
149,Country Style,Consumer services,Restaurants & bars,Coffee shops,Richmond Hill,Country Style,Country Style Franchise Group Inc.,1
149,Country Style,Consumer services,Restaurants & bars,Coffee shops,Richmond Hill,Country Style,Country Style Donuts Ltd.,0
150,Creation Technologies,Industrials,Electronic equipment,Electronics manufacturing services,Burnaby,Creation Technologies,CT Technologies Ltd,1
150,Creation Technologies,Industrials,Electronic equipment,Electronics manufacturing services,Burnaby,Creation Technologies,Creation Tech Solutions Inc.,0
151,Crestline Coach,Industrials,Commercial vehicles & trucks,Ambulances,Saskatoon,Crestline Coach,Crestline Emergency Vehicles Inc.,1
151,Crestline Coach,Industrials,Commercial vehicles & trucks,Ambulances,Saskatoon,Crestline Coach,Crestline Computers Inc.,0
152,Expedia CruiseShipCenters,Consumer services,Travel & tourism,"Travel agents, part of Expedia, Inc. (US)",Vancouver,Expedia CruiseShipCenters,CruiseShipCenters International Inc.,1
152,Expedia CruiseShipCenters,Consumer services,Travel & tourism,"Travel agents, part of Expedia, Inc. (US)",Vancouver,Expedia CruiseShipCenters,Expedia CruiseShipCenters of Vancouver,0
153,CSA Group,Industrials,Business support services,Standards/testing lab,Mississauga,CSA Group,Canadian Standards Association,1
153,CSA Group,Industrials,Business support services,Standards/testing lab,Mississauga,CSA Group,CSC Group,0
154,CTBC Bank (Canada),Financials,Banks,Subsidiary of CTBC Bank (Taiwan),Vancouver,CTBC Bank (Canada),Canadian Bank of CTBC,1
154,CTBC Bank (Canada),Financials,Banks,Subsidiary of CTBC Bank (Taiwan),Vancouver,CTBC Bank (Canada),HSBC Bank Canada,0
155,CTV Television Network,Consumer services,Broadcasting & entertainment,"Television, part of BCE Inc.",Toronto,CTV Television Network,Bell Media Inc.,1
155,CTV Television Network,Consumer services,Broadcasting & entertainment,"Television, part of BCE Inc.",Toronto,CTV Television Network,CHCH Television,0
156,Cymax Stores,Consumer services,Broadline retailer,Online retailer,Burnaby,Cymax Stores,CMT Holdings Ltd.,1
156,Cymax Stores,Consumer services,Broadline retailer,Online retailer,Burnaby,Cymax Stores,Maxar Technologies Inc.,0
157,Cyntech,Oil & gas,Oil equipment & services,Oil & gas support services,Calgary,Cyntech,Cyntech Support Services,1
157,Cyntech,Oil & gas,Oil equipment & services,Oil & gas support services,Calgary,Cyntech,Cintech Agroalimentaire Inc.,0
158,Dairyland Canada,Consumer goods,Food products,Purchased by Saputo Inc.,Burnaby,Dairyland Canada,Saputo Dairyland Products,1
158,Dairyland Canada,Consumer goods,Food products,Purchased by Saputo Inc.,Burnaby,Dairyland Canada,Dairylea Co-operative Limited,0
159,Daiya,Consumer goods,Food products,Cheese company,Vancouver,Daiya,Dairy Alternative Investments Inc.,1
159,Daiya,Consumer goods,Food products,Cheese company,Vancouver,Daiya,Dairyland,0
161,Dart Flipcards,Consumer goods,Toys,Novelty goods,Saint-Laurent,Dart Flipcards,DFC Toys Ltd.,1
161,Dart Flipcards,Consumer goods,Toys,Novelty goods,Saint-Laurent,Dart Flipcards,Dart Flip,0
162,Decor Cabinets,Consumer goods,Furnishings,Cabinets,Morden,Decor Cabinets,1153876 Manitoba Ltd.,1
162,Decor Cabinets,Consumer goods,Furnishings,Cabinets,Morden,Decor Cabinets,Decor Cabinet Company Ltd.,0
163,Delta Hotels,Consumer services,Hotels,Part of Marriott International (US),Richmond,Delta Hotels,Delta Management Corporation,1
163,Delta Hotels,Consumer services,Hotels,Part of Marriott International (US),Richmond,Delta Hotels,Delta Airlines,0
164,Descartes Systems Group,Technology,Software,Logistics software,Waterloo,Descartes Systems Group,Descartes Technologies Limited,1
164,Descartes Systems Group,Technology,Software,Logistics software,Waterloo,Descartes Systems Group,Desjardins Group,0
165,Desjardins Group,Financials,Banks,Credit unions,Lévis,Desjardins Group,Mouvement des caisses Desjardins,1
165,Desjardins Group,Financials,Banks,Credit unions,Lévis,Desjardins Group,Desjardins Bank N.A.,0
166,DHX Media,Consumer services,Broadcasting & entertainment,"Media, television",Halifax,DHX Media,WildBrain Studios Ltd.,1
166,DHX Media,Consumer services,Broadcasting & entertainment,"Media, television",Halifax,DHX Media,DHI Media Ltd.,0
168,Digitcom,Telecommunications,Fixed line telecommunications,Telecom,Toronto,Digitcom,Digitcom Communications Inc.,1
168,Digitcom,Telecommunications,Fixed line telecommunications,Telecom,Toronto,Digitcom,Digicom,0
169,Discovery Air Defence,Industrials,Defense,"Defence contractor, part of Discovery Air",Montreal,Discovery Air Defence,Discovery Strategic Defence Solutions Inc.,1
169,Discovery Air Defence,Industrials,Defense,"Defence contractor, part of Discovery Air",Montreal,Discovery Air Defence,Discovery Air Technical Services Inc.,0
170,Discovery Air,Industrials,Aerospace,Specialized aviation,Toronto,Discovery Air,Discovery Air Technical Services Inc.,1
170,Discovery Air,Industrials,Aerospace,Specialized aviation,Toronto,Discovery Air,Discovery Helicopters Ltd.,0
171,Dofasco,Basic materials,Iron & steel,"Steel, part of ArcelorMittal (Luxembourg)",Hamilton,Dofasco,Dominion Foundries and Steel Limited,1
171,Dofasco,Basic materials,Iron & steel,"Steel, part of ArcelorMittal (Luxembourg)",Hamilton,Dofasco,Dofasco Construction Limited,0
172,Dollarama,Consumer services,Broadline retailer,Chain retailer,Montreal,Dollarama,Dollarama Stores Inc.,1
172,Dollarama,Consumer services,Broadline retailer,Chain retailer,Montreal,Dollarama,Dollarland Inc.,0
173,Dominion Voting Systems,Industrials,Electronic equipment,Electronic voting hardware,Toronto,Dominion Voting Systems,DVS Holdings Inc.,1
173,Dominion Voting Systems,Industrials,Electronic equipment,Electronic voting hardware,Toronto,Dominion Voting Systems,Dominion Textile Inc.,0
174,Domtar,Basic materials,Paper,Pulp and paper company,Montreal,Domtar,Weyerhaeuser Paper Company,1
174,Domtar,Basic materials,Paper,Pulp and paper company,Montreal,Domtar,Domtar Construction Ltd.,0
175,Donner Metals,Basic materials,General mining,Mining,Vancouver,Donner Metals,Atwater Resources Inc.,1
175,Donner Metals,Basic materials,General mining,Mining,Vancouver,Donner Metals,Donner Resources Ltd.,0
176,DreamCatcher Games,Technology,Software,"Video games, defunct 2011",Toronto,DreamCatcher Games,DreamCatcher Interactive Inc.,1
176,DreamCatcher Games,Technology,Software,"Video games, defunct 2011",Toronto,DreamCatcher Games,DreamHack AB,0
177,D-Wave Systems,Technology,Computer hardware,Quantum computing,Burnaby,D-Wave Systems,D-Wave Quantum Computing Inc.,1
177,D-Wave Systems,Technology,Computer hardware,Quantum computing,Burnaby,D-Wave Systems,Wave Systems Corp.,0
178,Dynamotive Energy Systems,Utilities,Alternative electricity,Renewable energy,Richmond,Dynamotive Energy Systems,DynaMotive Technologies Corporation,1
178,Dynamotive Energy Systems,Utilities,Alternative electricity,Renewable energy,Richmond,Dynamotive Energy Systems,Dynasty Energy Systems Ltd.,0
179,DynaVenture,Industrials,Diversified industrials,Industrial holding,Saskatoon,DynaVenture,DynaVenture Holdings Ltd.,1
179,DynaVenture,Industrials,Diversified industrials,Industrial holding,Saskatoon,DynaVenture,Dynamic Ventures Corp.,0
181,EA Vancouver,Technology,Software,"Video games, part of Electronic Arts (US)",Burnaby,EA Vancouver,Electronic Arts Canada Inc.,1
181,EA Vancouver,Technology,Software,"Video games, part of Electronic Arts (US)",Burnaby,EA Vancouver,Vancouver EAA Ltd.,0
183,Electrohome,Consumer goods,Consumer electronics,"Televisions, defunct 1984",Kitchener,Electrohome,Dominion Electrohome Industries Limited,1
183,Electrohome,Consumer goods,Consumer electronics,"Televisions, defunct 1984",Kitchener,Electrohome,ElectroHomeCare Limited,0
184,EllisDon,Industrials,Heavy construction,General contractor,Mississauga,EllisDon,EllisDon Construction Services Inc.,1
184,EllisDon,Industrials,Heavy construction,General contractor,Mississauga,EllisDon,EllisDavid Corporation,0
187,Encana,Oil & gas,Integrated oil & gas,"Exploration, transportation, marketing",Calgary,Encana,Ovintiv Inc.,1
187,Encana,Oil & gas,Integrated oil & gas,"Exploration, transportation, marketing",Calgary,Encana,EnCana Gas Marketing Inc.,0
188,Engineered Lifting Systems & Equipment,Industrials,Industrial machinery,Lifting systems and equipment,Elmira,Engineered Lifting Systems & Equipment,ELS Equipment Co.,1
188,Engineered Lifting Systems & Equipment,Industrials,Industrial machinery,Lifting systems and equipment,Elmira,Engineered Lifting Systems & Equipment,Equipment Engineering & Systems Co.,0
189,Enwave,Utilities,Multiutilities,District heating/cooling in Toronto,Toronto,Enwave,Enwave District Energy Limited,1
189,Enwave,Utilities,Multiutilities,District heating/cooling in Toronto,Toronto,Enwave,Envest Corp,0
190,Esprida,Technology,Software,Remote device management middleware,Mississauga,Esprida,"Esprida Technologies, Inc.",1
190,Esprida,Technology,Software,Remote device management middleware,Mississauga,Esprida,Espedia,0
191,F&P Manufacturing Inc.,Consumer goods,Auto parts,Japanese automotive parts supplier,Tottenham,F&P Manufacturing Inc.,Fukoku and Plastics Canada Inc.,1
191,F&P Manufacturing Inc.,Consumer goods,Auto parts,Japanese automotive parts supplier,Tottenham,F&P Manufacturing Inc.,G&P Manufacturing Inc.,0
192,Fairchild Group,Conglomerates,-,"Media, real estate, retail",Vancouver,Fairchild Group,Fairchild Investments Ltd.,1
192,Fairchild Group,Conglomerates,-,"Media, real estate, retail",Vancouver,Fairchild Group,Field Group Ltd.,0
193,Fairchild TV,Consumer services,Broadcasting & entertainment,"Cantonese language television, part of Fairchild Group",Richmond,Fairchild TV,Fairchild Media Group Inc.,1
193,Fairchild TV,Consumer services,Broadcasting & entertainment,"Cantonese language television, part of Fairchild Group",Richmond,Fairchild TV,Fairchild Group,0
194,Fairfax Financial,Financials,Full line insurance,Insurance holding,Toronto,Fairfax Financial,FFH Insurance Agency Ltd.,1
194,Fairfax Financial,Financials,Full line insurance,Insurance holding,Toronto,Fairfax Financial,Fairfield Financial Corp.,0
195,Fairmont Hotels and Resorts,Consumer services,Hotels,Hotel chain,Toronto,Fairmont Hotels and Resorts,Fairmont Resorts Inc.,1
195,Fairmont Hotels and Resorts,Consumer services,Hotels,Hotel chain,Toronto,Fairmont Hotels and Resorts,Fairmont Hot Spring Resort,0
197,Farmers of North America,Consumer goods,Farming & fishing,Agriculture,Saskatoon,Farmers of North America,FNA Canada Co.,1
197,Farmers of North America,Consumer goods,Farming & fishing,Agriculture,Saskatoon,Farmers of North America,Farms of Southern America,0
198,Federated Co-operatives,Consumer goods,Farming & fishing,Agricultural co-op,Saskatoon,Federated Co-operatives,FCL,1
198,Federated Co-operatives,Consumer goods,Farming & fishing,Agricultural co-op,Saskatoon,Federated Co-operatives,Federated Foods,0
199,FGL Sports,Consumer services,Specialty retailers,"Sports retail, part of Canadian Tire",Calgary,FGL Sports,Forzani Group Limited,1
199,FGL Sports,Consumer services,Specialty retailers,"Sports retail, part of Canadian Tire",Calgary,FGL Sports,FGI Sports Inc,0
200,Fido Solutions,Telecommunications,Mobile telecommunications,Cellular provider,Montreal,Fido Solutions,Fido Cellular Services,1
200,Fido Solutions,Telecommunications,Mobile telecommunications,Cellular provider,Montreal,Fido Solutions,Fido Telecoms,0
201,Finning,Industrials,Commercial vehicles & trucks,Heavy equipment distributor,Edmonton,Finning,Finning International Services Limited,1
201,Finning,Industrials,Commercial vehicles & trucks,Heavy equipment distributor,Edmonton,Finning,Finningham Rentals Ltd.,0
202,First Air,Consumer services,Airlines,Charter airline,Kanata,First Air,175069 Canada Inc.,1
202,First Air,Consumer services,Airlines,Charter airline,Kanata,First Air,First Choice Airways,0
203,First Majestic Silver,Basic materials,Platinum & precious metals,Silver mining,Vancouver,First Majestic Silver,First Silver Holdings Ltd.,1
203,First Majestic Silver,Basic materials,Platinum & precious metals,Silver mining,Vancouver,First Majestic Silver,First Silver Reserve,0
204,First Nations Bank of Canada,Financials,Banks,Bank,Saskatoon,First Nations Bank of Canada,FNBC Limited,1
204,First Nations Bank of Canada,Financials,Banks,Bank,Saskatoon,First Nations Bank of Canada,National Bank of Canada,0
205,First Quantum Minerals,Basic materials,Copper,Mining,Toronto,First Quantum Minerals,FQM Ltd.,1
205,First Quantum Minerals,Basic materials,Copper,Mining,Toronto,First Quantum Minerals,First Majestic Silver Corp.,0
208,Ford Motor Company of Canada,Consumer goods,Automobiles,Part of Ford Motor Company,Oakville,Ford Motor Company of Canada,"Ford of Canada, Limited",1
208,Ford Motor Company of Canada,Consumer goods,Automobiles,Part of Ford Motor Company,Oakville,Ford Motor Company of Canada,Ford Credit Canada Limited,0
209,Fort Garry Brewing Company,Consumer goods,Brewers,Brewery,Winnipeg,Fort Garry Brewing Company,F.G. Brewing Company Inc.,1
209,Fort Garry Brewing Company,Consumer goods,Brewers,Brewery,Winnipeg,Fort Garry Brewing Company,Fort Street Brewing Company,0
210,Fortis Inc.,Utilities,Conventional electricity,Utility holdings,St. John's,Fortis Inc.,Newfoundland Power Incorporated,1
210,Fortis Inc.,Utilities,Conventional electricity,Utility holdings,St. John's,Fortis Inc.,FortisAlberta Inc.,0
211,FortisBC,Utilities,Multiutilities,"Power and gas distribution, part of Fortis Inc.",Kelowna,FortisBC,FortisBC Holdings Inc.,1
211,FortisBC,Utilities,Multiutilities,"Power and gas distribution, part of Fortis Inc.",Kelowna,FortisBC,FortiusBC,0
212,Four Seasons Hotels and Resorts,Consumer services,Hotels,Hotel chain,Toronto,Four Seasons Hotels and Resorts,FSHR Inc.,1
212,Four Seasons Hotels and Resorts,Consumer services,Hotels,Hotel chain,Toronto,Four Seasons Hotels and Resorts,Four Points by Sheraton,0
213,French Shoes,Consumer goods,Clothing & accessories,Footwear,Montreal,French Shoes,Les Chaussures Françaises S.E.C.,1
213,French Shoes,Consumer goods,Clothing & accessories,Footwear,Montreal,French Shoes,French Sole,0
214,Freedom Mobile,Telecommunications,Mobile telecommunications,Mobile network,Toronto,Freedom Mobile,Globalive Wireless Management Corp.,1
214,Freedom Mobile,Telecommunications,Mobile telecommunications,Mobile network,Toronto,Freedom Mobile,Freedom Wireless Inc.,0
215,FreshBooks,Technology,Software,Accounting software,Toronto,FreshBooks,2ndsite Inc.,1
215,FreshBooks,Technology,Software,Accounting software,Toronto,FreshBooks,Freshii Inc.,0
216,Freshslice Pizza,Consumer services,Restaurants & bars,Pizza chain,Burnaby,Freshslice Pizza,Cultures Pizzeria Canada Inc.,1
216,Freshslice Pizza,Consumer services,Restaurants & bars,Pizza chain,Burnaby,Freshslice Pizza,Slice of Fresh Pizza Co.,0
218,Garage,Consumer services,Apparel retailers,"Clothing retailer, part of Groupe Dynamite",Montreal,Garage,Groupe Dynamite Inc. (Canada),1
218,Garage,Consumer services,Apparel retailers,"Clothing retailer, part of Groupe Dynamite",Montreal,Garage,Gardeur Inc.,0
219,General Motors Canada,Consumer goods,Automobiles,"Automotive, part of General Motors (US)",Oshawa,General Motors Canada,GM Canada,1
219,General Motors Canada,Consumer goods,Automobiles,"Automotive, part of General Motors (US)",Oshawa,General Motors Canada,General Electric Canada,0
220,George Weston Limited,Consumer goods,Food products,Food processing,Toronto,George Weston Limited,Weston Holdings Inc.,1
220,George Weston Limited,Consumer goods,Food products,Food processing,Toronto,George Weston Limited,J. Georgeston Inc.,0
221,Geosoft,Technology,Software,Geophysical software,Toronto,Geosoft,Geosoft International,1
221,Geosoft,Technology,Software,Geophysical software,Toronto,Geosoft,GeoSoftwares Ltd.,0
222,Giant Tiger,Consumer services,Broadline retailer,Discount store,Ottawa,Giant Tiger,La Tigre Géante,1
222,Giant Tiger,Consumer services,Broadline retailer,Discount store,Ottawa,Giant Tiger,Giant Oil Tools,0
223,Glacier Media,Consumer services,Publishing,Newspaper publisher,Vancouver,Glacier Media,Glacier Ventures International Corp.,1
223,Glacier Media,Consumer services,Publishing,Newspaper publisher,Vancouver,Glacier Media,Glacier Magazine Inc.,0
224,Glentel,Consumer services,Specialty retailers,"Phone retailer, part of BCE Inc.",Burnaby,Glentel,Glentel Enterprises,1
224,Glentel,Consumer services,Specialty retailers,"Phone retailer, part of BCE Inc.",Burnaby,Glentel,GlenTel Inc.,0
225,Global Mechanic,Consumer services,Broadcasting & entertainment,Animation studio,Vancouver,Global Mechanic,GMI Studios Ltd.,1
225,Global Mechanic,Consumer services,Broadcasting & entertainment,Animation studio,Vancouver,Global Mechanic,Global Technologies Inc.,0
227,Gnowit,Consumer services,Software,Monitoring software tool,Ottawa,Gnowit,Gnow-It Holdings Ltd.,1
227,Gnowit,Consumer services,Software,Monitoring software tool,Ottawa,Gnowit,Nowint Solutions,0
228,Goldcorp,Basic materials,Gold mining,Gold production,Vancouver,Goldcorp,Wheaton River Minerals Ltd.,1
228,Goldcorp,Basic materials,Gold mining,Gold production,Vancouver,Goldcorp,Gold Reserve Inc.,0
229,GoodLife Fitness,Consumer services,Recreational services,Fitness centers,London,GoodLife Fitness,GLH Fitness International Corporation,1
229,GoodLife Fitness,Consumer services,Recreational services,Fitness centers,London,GoodLife Fitness,Life Fitness,0
230,Great Western Brewing Company,Consumer goods,Brewers,Brewery,Saskatoon,Great Western Brewing Company,Saskatoon Brewing History Ltd.,1
230,Great Western Brewing Company,Consumer goods,Brewers,Brewery,Saskatoon,Great Western Brewing Company,Great Lakes Brewing Company Inc,0
231,Groupe Dynamite,Consumer services,Apparel retailers,Clothing retailer,Montreal,Groupe Dynamite,Braemar Clothing Corporation,1
231,Groupe Dynamite,Consumer services,Apparel retailers,Clothing retailer,Montreal,Groupe Dynamite,Groupe Aldo Inc.,0
232,Guardian Biotechnologies,Health care,Biotechnology,Plant biotech,Saskatoon,Guardian Biotechnologies,G.B. Technologies Ltd.,1
232,Guardian Biotechnologies,Health care,Biotechnology,Plant biotech,Saskatoon,Guardian Biotechnologies,Guardians Biotech Ltd.,0
234,Halogen Software,Technology,Software,Talent management software,Ottawa,Halogen Software,Halogen Software Canada Inc.,1
234,Halogen Software,Technology,Software,Talent management software,Ottawa,Halogen Software,Hivegen Software,0
235,Harbour Publishing,Consumer services,Publishing,Book publisher,Pender Harbour,Harbour Publishing,Harbour Publishing (Canada) Ltd.,1
235,Harbour Publishing,Consumer services,Publishing,Book publisher,Pender Harbour,Harbour Publishing,Harbor House Publishers,0
236,Harlequin Enterprises,Consumer services,Publishing,Romance novels,Toronto,Harlequin Enterprises,HarperCollins Canada,1
236,Harlequin Enterprises,Consumer services,Publishing,Romance novels,Toronto,Harlequin Enterprises,Harley Enterprises,0
237,Harry Rosen Inc.,Consumer services,Apparel retailers,Clothing retail chain,Toronto,Harry Rosen Inc.,Rosen Brothers Company Limited,1
237,Harry Rosen Inc.,Consumer services,Apparel retailers,Clothing retail chain,Toronto,Harry Rosen Inc.,Henry Rosner Inc.,0
239,Harvey's,Consumer services,Restaurants & bars,"Fast food chain, part of Cara Operations",Vaughan,Harvey's,Cara's Harvey's Division,1
239,Harvey's,Consumer services,Restaurants & bars,"Fast food chain, part of Cara Operations",Vaughan,Harvey's,Harvey Hobbies,0
240,Hatch Ltd,Industrials,Business support services,Industrial consulting and engineering,Mississauga,Hatch Ltd,Hatch Engineering Inc.,1
240,Hatch Ltd,Industrials,Business support services,Industrial consulting and engineering,Mississauga,Hatch Ltd,Hatch Group Ltd.,0
241,Hathor Exploration,Basic materials,General mining,Uranium,Vancouver,Hathor Exploration,Hathor Mining Company,1
241,Hathor Exploration,Basic materials,General mining,Uranium,Vancouver,Hathor Exploration,Hathor Exploration Limited,0
242,Haywire Winery,Consumer goods,Distillers & vintners,Winery,Summerland,Haywire Winery,Okanagan Crush Pad Winery Ltd.,1
242,Haywire Winery,Consumer goods,Distillers & vintners,Winery,Summerland,Haywire Winery,Haywood Winery,0
243,Hellbent Games,Technology,Software,Video game developer,Burnaby,Hellbent Games,HG Software Solutions,1
243,Hellbent Games,Technology,Software,Video game developer,Burnaby,Hellbent Games,Hellcat Games Inc.,0
244,HelpSeeker Technologies,Technology,Software,Software company,Calgary,HelpSeeker Technologies,H S Technologies Ltd.,1
244,HelpSeeker Technologies,Technology,Software,Software company,Calgary,HelpSeeker Technologies,SkillSeeker Technologies Ltd.,0
245,Héroux-Devtek,Industrials,Aerospace,Aerospace components,Longueuil,Héroux-Devtek,Industries Héroux Inc.,1
245,Héroux-Devtek,Industrials,Aerospace,Aerospace components,Longueuil,Héroux-Devtek,Héroux Aviation Ltd.,0
246,Hidden Valley Highlands,Consumer services,Hotels,Ski resort,Huntsville,Hidden Valley Highlands,Hidden Valley Resorts Corporation,1
246,Hidden Valley Highlands,Consumer services,Hotels,Ski resort,Huntsville,Hidden Valley Highlands,Hidden Valley Ski Area,0
247,Home Hardware,Consumer services,Home improvement retailers,Home improvement retailer,St. Jacobs,Home Hardware,HHSL Inc.,1
247,Home Hardware,Consumer services,Home improvement retailers,Home improvement retailer,St. Jacobs,Home Hardware,Home Depot Canada,0
248,Honda Canada Inc.,Consumer goods,Automobiles,"Automotive, part of Honda (Japan)",Markham,Honda Canada Inc.,Honda of Canada Manufacturing Ltd.,1
248,Honda Canada Inc.,Consumer goods,Automobiles,"Automotive, part of Honda (Japan)",Markham,Honda Canada Inc.,Honda of Canada Mfg.,0
249,HSBC Bank Canada,Financials,Banks,"Bank, part of HSBC (UK)",Vancouver,HSBC Bank Canada,Hongkong & Shanghai Banking Corporation of Canada,1
249,HSBC Bank Canada,Financials,Banks,"Bank, part of HSBC (UK)",Vancouver,HSBC Bank Canada,HSBC Canada Trust Company,0
250,Hudbay Minerals,Basic materials,General mining,Mining in Manitoba,Toronto,Hudbay Minerals,HMI Nickel Inc.,1
250,Hudbay Minerals,Basic materials,General mining,Mining in Manitoba,Toronto,Hudbay Minerals,Hudson Bay Minerals Ltd.,0
251,Hudson Boatworks,Consumer goods,Recreational products,Rowing and racing boats,London,Hudson Boatworks,Hudson Marine Co.,1
251,Hudson Boatworks,Consumer goods,Recreational products,Rowing and racing boats,London,Hudson Boatworks,Hulson Machine Works Ltd.,0
252,Hudson's Bay Company,Consumer services,Broadline retailers,"Retail business group, founded in London, England",Brampton,Hudson's Bay Company,The Governor and Company of Adventurers of England Trading into Hudson's Bay,1
252,Hudson's Bay Company,Consumer services,Broadline retailers,"Retail business group, founded in London, England",Brampton,Hudson's Bay Company,Hudson's Limited,0
254,Hydro One,Utilities,Alternative electricity,Hydro-electric,Toronto,Hydro One,Ontario Hydro,1
254,Hydro One,Utilities,Alternative electricity,Hydro-electric,Toronto,Hydro One,Hydro Nation Inc.,0
